date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
01/25/2023,"RUN 12 x 400m","Run 12x400m",125,"2:05","","","[{""secs"":23,""mins"":2},{""secs"":12,""mins"":2},{""secs"":11,""mins"":2},{""secs"":7,""mins"":2},{""secs"":8,""mins"":2},{""secs"":5,""mins"":2},{""secs"":5,""mins"":2},{""secs"":6,""mins"":2},{""secs"":9,""mins"":2},{""secs"":8,""mins"":2},{""secs"":5,""mins"":2},{""secs"":5,""mins"":2}]","",RX,
01/26/2023,"5 ROUNDS FOR TIME","5 rounds for time: 75 double-unders25 push-ups",892,"14:52","","","[{""secs"":52,""mins"":14}]","Double under attempts for 90 seconds",SCALED,
01/27/2023,"7x1 SQUAT SNATCH","Squat snatch1-1-1-1-1-1-1",125,"125","Load","Squat Snatch","[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125}]","",RX,
01/27/2023,"7x2 POWER SNATCH","Power snatch2-2-2-2-2-2-2",115,"115","Load","Power Snatch","[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
01/28/2023,"15:00 PARTNER AMRAP","AMRAP 15:00 with a partner:60 synchro sit-ups40 box jumps20 chest-to-bar pull-upsRx (20/24)55+ (16/20)",2.07,"2+70","Rounds + Reps","","[{""rnds"":2,""reps"":70}]","",RX,
01/30/2023,"20:00 AMRAP","AMRAP 20:0010 single-arm KB swings, right10 single-arm KB swings, left 250-m row10 barbell lunges, right10 barbell lunges, left- KB swings to eye level.Rx (35/53 & 65/95)55+ (26/44 & 45/65)",4.02,"4+20","Rounds + Reps","","[{""rnds"":4,""reps"":20}]","",RX,
01/31/2023,"13:00 AMRAP","AMRAP 13:008 deadlifts5 hang power cleans3 bar muscle-upsRx (105/155)55+ (75/115)- BEGINNER -AMRAP 13:8 deadlifts (55/75 lb)5 hang power cleans (55/75 lb)3 jumping pull-ups",9.004,"9+4","Rounds + Reps","","[{""rnds"":9,""reps"":4}]","105#",SCALED,
02/01/2023,"FRONT SQUATS 7x5","Front Squat for load:5-5-5-5-5-5-5",135,"135","Load","Front Squat","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
02/02/2023,"CROSSFIT OPEN 14.1","Complete as many reps as possible in 10 minutes of:• 30 double-unders• 15 power snatchesRx (55/75)",224,"224","Reps","","[{""reps"":224}]","",SCALED,PR
02/03/2023,"FOR TIME","For time:800/1,000-m row40 v-ups600/750-m row40 v-ups400/500-m row",896,"14:56","","","[{""secs"":56,""mins"":14}]","",RX,
02/06/2023,"POWER SNATCH 5x3","Power Snatch for load:3-3-3-3-3-Must be touch & go for all 3 reps",115,"115","Load","Power Snatch","[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115}]","",RX,
02/06/2023,"FOR TIME","For time:3-6-9-12-15:Bar-facing burpeesPower snatches Rx (95/135)55+ (65/95)",704,"11:44","","","[{""secs"":44,""mins"":11}]","95#",SCALED,
02/07/2023,"3 PARTNER ROUNDS","3 rounds for time with a partner:800-m run 10 rope climbs50 overhead squats- Run together and split the rope climbs and squats as needed.Rx (65/95)55+ (55/75)",2205,"36:45","","","[{""secs"":45,""mins"":36}]","65# front squats",SCALED,
02/08/2023,"CROSSFIT OPEN 16.4","Complete as many rounds and reps as possible in 13 minutes of:• 55 deadlifts• 55 wall-ball shots• 55-calorie row• 55 handstand push-upsMen deadlift 225 lb. and throw 20-lb. ball to 10-ft. targetWomen deadlift 155 lb. and throw 14-lb. ball to 9-ft. target",196,"196","Reps","","[{""reps"":196}]","135#14# 10’Hand release push-ups",SCALED,PR
02/09/2023,"10:00 AMRAP","AMRAP 10:0020 double-unders10 KB goblet squats5 box jumps (24/30 in)Rx (53/70 & 24/30)55+ (35/53 & 20/24)",6.032,"6+32","Rounds + Reps","","[{""rnds"":6,""reps"":32}]","Mixed single-unders and double-unders53#30”",SCALED,
02/09/2023,"BAR MUSCLE-UPS","6:00 EMOM1-3 bar muscle-ups",0,"18","Other / Text","","[{""other"":""18""}]","Jumping muscle-ups",RX,
02/10/2023,"Clean Pull + Hang Clean (Knee) + Split Jerk","3x (1+1+1) @ 81%1x (1+1+1) @ 73%",145,"145","Load","","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":135}]","",RX,
02/10/2023,"Snatch + 2 OHS","4x (1+2) @ 83%",105,"105","Load","","[{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105}]","",RX,
02/10/2023,"15:00 AMRAP","AMRAP 15:0010 pull-ups25-ft DB overhead walking lunge15/20-cal bike25-ft DB overhead walking lunge- Use one DB.Rx (35/50)55+ (25/40)",3.003,"3+3","Rounds + Reps","","[{""rnds"":3,""reps"":3}]","",RX,
02/10/2023,"Clean Grip Deadlift","3x5 @115%",205,"205","Load","","[{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205}]","",RX,
02/13/2023,"4 ROUNDS FOR TIME","4 rounds for time:400-m run400/500-m row",975,"16:15","","","[{""secs"":15,""mins"":16}]","",RX,
02/14/2023,"230214","AMRAP 5:0010 squat snatches20 box jump-overs30 kipping pull-upsRest 5 minutesAMRAP 5:0010 power snatches20 box jump-overs30 strict pull-upsRx (75/115 & 20/24)55+ (55/85 & 16/20)",1.052,"1+52","Rounds + Reps","","[{""rnds"":1,""reps"":52}]","115# — cleans instead of snatches",SCALED,
02/14/2023,"HANG SQUAT SNATCH","EMOM 6:002 hang squat snatches",75,"75","Load","Hang Squat Snatch","[{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75}]","",RX,
02/15/2023,"21:00 EMOM","EMOM 21:00Minute 1 | DB man makers (35/50 lb)Minute 2 | 5 back squatsMinute 3 | rest- Use two DBs for the man makers.Rx (35/50)55+ (20/35)",165,"165","Load","","[{""success"":true,""load"":165}]","35#",SCALED,
02/16/2023,"SPLIT JERKS 7x3","Split Jerks3-3-3-3-3-3-3",150,"150","Load","Split Jerk","[{""success"":true,""load"":135},{""success"":true,""load"":140},{""success"":true,""load"":145},{""success"":true,""load"":150}]","",RX,
02/17/2023,"OPEN 23.1","- RX -Complete as many reps as possible in 14 minutes of:60-calorie row50 toes-to-bars40 wall-ball shots (14/20 lb) (9/10 ft)30 cleans (95/135 lb)20 muscle-ups- SCALED -Complete as many reps as possible in 14 minutes of:60-calorie row50 hanging knee raises40 wall-ball shots (10/14 lb) (9/10 ft)30 cleans (65/95 lb)20 chin-over-bar pull-ups- FOUNDATIONS -Complete as many reps as possible in 14 minutes of:60 strokes on the rower50 sit-ups40 wall-ball shots (6/10 lb) (9/10 ft)30 cleans (35/45 lb)20 push-ups",194,"194","Reps","","[{""reps"":194}]","",SCALED,
02/17/2023,"MORNING WORKOUT","Prep for The Open",2,"2","Emoji Selection","","[{""index"":2}]","",RX,
02/21/2023,"3 ROUNDS","3 rounds for time:400-m run80 double-unders40 walking lunges",877,"14:37","","","[{""secs"":37,""mins"":14}]","",SCALED,
02/22/2023,"PART 1 OF 2","4 x 2:00 rounds for distance:17/24 calorie rowMax distance handstand walk- Rest 1:00 between rounds.",2352,"196","Feet","","[{""feet"":196}]","Bear crawls",SCALED,
02/22/2023,"PART 2 OF 2","4 x 2:00 rounds for calories:24 push-upsMax calorie row- Rest 1:00 between rounds.",40,"40","Calories","","[{""calories"":40}]","",RX,
02/23/2023,"POWER CLEAN","Power Clean5-5-3-3-3-1-1-1-1",185,"185","Load","Power Clean","[{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":165},{""success"":true,""load"":175},{""success"":true,""load"":180},{""success"":true,""load"":185},{""success"":true,""load"":185}]","",RX,PR
02/24/2023,"OPEN 23.2A","- RX -Complete as many reps as possible in 15 minutes of:5 burpee pull-ups10 shuttle runs (1 rep=50 ft)- Add 5 burpee pull-ups after each round.- SCALED -Complete as many reps as possible in 15 minutes of:5 burpees10 shuttle runs (1 rep=50 ft)- Add 5 burpees after each round.- FOUNDATIONS -Complete as many reps as possible in 15 minutes of:5 burpees10 shuttle runs (1 rep=50 ft)- Add 5 burpees after each round.",127,"127","Reps","","[{""reps"":127}]","",RX,PR
02/24/2023,"Open 23.2B","Immediately following 23.2A, athletes will have 5 minutes to establish:• 1-rep-max thruster (from the floor)For full equipment details, categories, and scoring options visit: https://games.crossfit.com/workouts/open/2023/2",150,"150","Load","","[{""success"":true,""load"":150}]","",RX,PR
02/24/2023,"MORNING WORKOUT","Prep for The Open",2,"2","Emoji Selection","","[{""index"":2}]","",RX,
02/25/2023,"8 PARTNER ROUNDS","A: 400/500m rowB: 10 DB Alternating Hang Snatches15 Sit-Ups20 DB Goblet SquatsRx (25/40)",1124,"18:44","","","[{""secs"":44,""mins"":18}]","",RX,
03/01/2023,"4 ROUNDS","4 rounds for time:400-m run20 DB hang power cleans100-m DB front rack carry- Use two DBs for all movements.Rx (25/35)55+ (15/25)",1250,"20:50","","","[{""secs"":50,""mins"":20}]","30#",SCALED,
03/02/2023,"10:00 AMRAP","AMRAP 10:20 wall-ball shots10 strict pull-upsRx (14/20)55+ (10/14)",3.009,"3+9","Rounds + Reps","","[{""rnds"":3,""reps"":9}]","",RX,
03/06/2023,"12:00 AMRAP","AMRAP 12:001, 2, 3, 4, 5, 6, 7...DeadliftFront squatBox jump- Add 1 rep to each movement after completing a full round.Rx (95/135 & 24/30)55+ (65/95 & 20/24)",8.019,"8+19","Rounds + Reps","","[{""rnds"":8,""reps"":19}]","95#",SCALED,
03/06/2023,"BARBELL WALK","400-m barbell walk- Barbell in the back rack position.",0,"95","Other / Text","","[{""other"":""95""}]","",RX,
03/06/2023,"DAILY LAZY MACROS POINTS","WEEK 1 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (education week; watch the videos)+1 point for workoutThe LEADERBOARD will mostly appear on Fridays at this link. You can bookmark it to check in whenever!https://app.sugarwod.com/athletes/challenges/lazy-macros?date=20230306",7,"7","Reps","","[{""reps"":7}]","",RX,PR
03/07/2023,"SHOULDER PRESS","Shoulder Press10-10-10-10-10",95,"95","Load","Shoulder Press","[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":false,""load"":100}]","",RX,
03/07/2023,"DAILY LAZY MACROS POINTS","WEEK 1 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (education week)+1 point for workout",7,"7","Reps","","[{""reps"":7}]","",RX,
03/08/2023,"FOR TIME","For time:25 DB power snatches left-arm25 DB power snatches right-arm50 sit-ups20 DB power snatches left-arm20 DB power snatches right-arm40 sit-ups15 DB power snatches left-arm15 DB power snatches right-arm30 sit-ups10 DB power snatches left-arm10 DB power snatches right-arm20 sit-ups5 DB power snatches left-arm5 DB power snatches right-arm10 sit-upsRx (35/50)55+ (20/35)",989,"16:29","","","[{""secs"":29,""mins"":16}]","35#",SCALED,
03/08/2023,"DAILY LAZY MACROS POINTS","WEEK 1 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (education week)+1 point for workout",7,"7","Reps","","[{""reps"":7}]","",RX,
03/09/2023,"Skill Work","Post-workout3 sets:30 GHD hip extensions1:00 seated leg raise hold",0,"No","Checkbox","","[{""boolean"":0}]","",RX,
03/09/2023,"230312","5 ROUNDS5 rounds x 2:00 for reps:400-m runMax double-unders in the remaining time- Rest 1:00 between sets.",67,"67","Reps","","[{""reps"":67}]","",RX,
03/09/2023,"DAILY LAZY MACROS POINTS","WEEK 1 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (education week)+1 point for workout",3,"3","Reps","","[{""reps"":3}]","",RX,
03/10/2023,"DAILY LAZY MACROS POINTS","WEEK 1 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (education week)+1 point for workouttLEADERBOARD:https://app.sugarwod.com/athletes/challenges/lazy-macros?date=20230306",5,"5","Reps","","[{""reps"":5}]","",RX,
03/10/2023,"FOR TIME","For time:100 air squats5 handstand push-ups25-ft handstand walk75 air squats10 handstand push-ups25-ft handstand walk50 air squats 15 handstand push-ups25-ft handstand walk25 air squats 20 handstand push-ups25-ft handstand walk",1039,"17:19","","","[{""secs"":19,""mins"":17}]","",SCALED,
03/11/2023,"PARTNER FOR TIME","Partner For Time:40 hang power cleans80 alternating single-leg squats2,100/3,000-m rowRx (155/225)55+ (125/185)",1200,"20:00","","","[{""mins"":20}]","135#44#",SCALED,
03/13/2023,"FOR TIME","For time:21-18-15-12-9-6-3:DB squats (35/50 lb)DB-facing burpees- Use two DBs.Rx (35/50)55+ (20/35)",759,"12:39","","","[{""secs"":39,""mins"":12}]","20#",SCALED,
03/13/2023,"DAILY LAZY MACROS POINTS","WEEK 2 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (analyzing week)SHARE TO PACE FIT FAMILY FACEBOOK GROUP+1 point for workout",5,"5","Reps","","[{""reps"":5}]","",RX,
03/14/2023,"BAR MUSCLE-UPS","EMOM 7:001-5 bar muscle-ups",0,"14","Other / Text","","[{""other"":""14""}]","Jumping bar muscle ups",SCALED,
03/14/2023,"2 AMRAPS","AMRAP 3:007 ring dips10 sumo deadlift high pullsRest 5 min then...AMRAP 3:007 pull-ups10 thrusters Rx (55/75)55+ (35/45)",5.004,"5+4","Rounds + Reps","","[{""rnds"":5,""reps"":4}]","",RX,
03/14/2023,"DAILY LAZY MACROS POINTS","WEEK 2 POINTS (7 possible/day)+2 points for 800g++2 points for protein target+2 for daily task (analyzing week)SHARE TO PACE FIT FAMILY FACEBOOK GROUP+1 point for workout",5,"5","Reps","","[{""reps"":5}]","",RX,
03/16/2023,"4 PARTNER ROUNDS","4 x 4:00 rounds for reps with a partner:400-m run40 double-undersMax calorie row in the remaining time- Rest 1:00 between rounds.- Partners run together, complete 40 double-unders each at the same time, and then switch as needed to complete as many calories as possible in the remaining time.",68,"68","Reps","","[{""reps"":68}]","",RX,
03/17/2023,"ST. PATRICKS DAY","For timeBuy-in: 387m row3 ROUNDS17 Toes to bar20 Wallballs23 KB swingsBuy-out: 461m rowRx (35/53)55+ (26/44)",837,"13:57","","","[{""secs"":57,""mins"":13}]","Kipping knee raises14#44#",SCALED,
03/21/2023,"RING DIPS","3 sets:Max unbroken strict ring-dips1:00 plank hold",33,"33","Reps","","[{""reps"":33}]","",RX,
03/21/2023,"2000M ROW","For Time:Row 2000m",469,"7:49","","","[{""secs"":49,""mins"":7}]","",RX,
03/22/2023,"5 PARTNER ROUNDS","5 rounds for time with a partner:20 front squats (75/115 lb)30 kettlebell swings (53/70 lb)40 partner medicine-ball sit-ups (14/20 lb)- Split the squats and swings as needed; one partner works at a time.- Alternate reps on the sit-ups.",1462,"24:22","","","[{""secs"":22,""mins"":24}]","75#53#20#",SCALED,
03/23/2023,"FOR TIME","For time:30 box jump-overs20 shoulder-to-overheads 10 rope climbs- Must clear the box.Rx (20/24 & 95/135)55+ (16/20 & 75/105)",519,"8:39","","","[{""secs"":39,""mins"":8}]","95#",SCALED,
03/24/2023,"DEADLIFT MAXOUT","1 Rep Deadlift Max1-1-1-1-1",315,"315","Load","Deadlift","[{""success"":true,""load"":235},{""success"":true,""load"":245},{""success"":true,""load"":275},{""success"":true,""load"":305},{""success"":true,""load"":315}]","",RX,
03/27/2023,"FOR TIME","For time:10 wall walks800/1,000-m row10 wall walks",597,"9:57","","","[{""secs"":57,""mins"":9}]","",RX,
03/27/2023,"TABATA ABS","4 sets::20 seated leg raises- Rest :10:20 hollow hold- Rest :10",0,"done","Other / Text","","[{""other"":""done""}]","",RX,
03/28/2023,"FRONT SQUAT","On a 6:00 clock: Build to a 2-rep max front squat",145,"145","Load","Front Squat","[{""success"":true,""load"":145}]","",RX,
03/28/2023,"16:00 EMOM","EMOM 16:00Min. 1 | 10/15 cal Echo bikeMin. 2 | 3 clean and jerks- Choose a moderate to heavy load and increase weight as needed for the clean and jerks.",115,"115","Load","","[{""success"":true,""load"":115}]","",RX,
03/29/2023,"30:00 AMRAP","AMRAP 30:00800-m run40 walking lunges20 GHD sit-ups100-m DB farmers carry- Use two DBs for the carry.Rx (25/35)55+ (15/25)",3.016,"3+16","Rounds + Reps","","[{""rnds"":3,""reps"":16}]","",RX,
03/30/2023,"5 PARTNER ROUNDS","5 rounds for time with a partner:  1:00 calorie row  1:00 bench presses Rx (95/135)55+ (65/95)",135,"135","Reps","","[{""reps"":135}]","95#",SCALED,
04/03/2023,"SQUAT COMPLEX","7 Sets1 front squat + 3 back squats",155,"155","Load","","[{""success"":true,""load"":155}]","",RX,
04/04/2023,"PUSH JERKS","EMOM 6:003 push jerks",95,"95","Load","Push Jerk","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]","",RX,
04/04/2023,"FOR TIME","For time:5-10-15-20-25-30:Clean and jerksBurpeesRx (65/95)55+ (45/65)",1341,"22:21","","","[{""secs"":21,""mins"":22}]","65#",SCALED,
04/05/2023,"NANCY","5 rounds for time:• 400m run• 15 Overhead squatsRx (65/95)",878,"14:38","","","[{""secs"":38,""mins"":14}]","65#",SCALED,
04/06/2023,"8:00 EMOM","EMOM 8:004 box step-overs4 box jump4 box jump-overs",0,"done","Other / Text","","[{""other"":""done""}]","",RX,
04/06/2023,"5 ROUNDS","5 rounds:15 DB box-overs200 m run- Use two DBs for the box-overs.Rx (35/50 & 20/24)55+ (20/35 & 16/20)",701,"11:41","","","[{""secs"":41,""mins"":11}]","35#20”",SCALED,
04/07/2023,"16:00 EMOM","EMOM 16:001 - max handstand hold2 - max L-sit hold- Score is total cumulative time combined.",665,"11:05","","","[{""secs"":5,""mins"":11}]","",SCALED,
04/10/2023,"SHOULDER PRESS","Shoulder Press2-2-2-2-2-2-2-2",115,"115","Load","Shoulder Press","[{""success"":true,""load"":70},{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":100},{""success"":true,""load"":105},{""success"":true,""load"":110},{""success"":true,""load"":115}]","",RX,
04/10/2023,"Skill Work","2 sets:1:00 max-reps sit-ups...directly into...1:00 cumulative overhead barbell hold (65/95 lb)- Rest 1:00 between sets.",58,"58","Reps","","[{""reps"":58}]","65#",SCALED,
04/11/2023,"FRAN","21-15-9 reps for time of:• Thruster 95/65#• Pull-ups",392,"6:32","","","[{""secs"":32,""mins"":6}]","65#",SCALED,
04/12/2023,"DB SNATCHES","Every 2:00 x 5 sets:6 alternating DB squat snatches",20,"20","Load","","[{""success"":true,""load"":20}]","",RX,
04/12/2023,"5 ROUNDS FOR TIME","5 rounds for time:20 alternating single-leg squats20 alternating DB snatches Rx (35/50)55+ (20/35)",763,"12:43","","","[{""secs"":43,""mins"":12}]","35#",SCALED,
